n,m,time(s),sat,median_time(s)
5,3,0.000018820,True,0.000017454
5,3,0.000018055,True,0.000017274
5,3,0.000018339,True,0.000017335
5,3,0.000018938,True,0.000017541
5,3,0.000018757,True,0.000017432
5,3,0.000018017,True,0.000016897
5,3,0.000017997,True,0.000017386
5,3,0.000019327,True,0.000018097
5,3,0.000019825,True,0.000018454
5,3,0.000028416,True,0.000025661
5,3,0.000054542,True,0.000043147
5,3,0.000036114,True,0.000026049
5,3,0.000022047,True,0.000021758
5,3,0.000020132,True,0.000018241
5,3,0.000017665,True,0.000016923
5,3,0.000018139,True,0.000017120
5,3,0.000020858,True,0.000018783
5,3,0.000020108,True,0.000018004
5,3,0.000021306,True,0.000021620
5,3,0.000018744,True,0.000017366
5,3,0.000022743,True,0.000021907
5,3,0.000020541,True,0.000018910
5,3,0.000018414,True,0.000017237
5,3,0.000019009,True,0.000018019
5,3,0.000019089,True,0.000017417
5,3,0.000020101,True,0.000018217
5,3,0.000018289,True,0.000017105
5,3,0.000021116,True,0.000018594
5,3,0.000018154,True,0.000017228
5,3,0.000020048,True,0.000018298
5,3,0.000018656,True,0.000017187
5,3,0.000019750,True,0.000018393
5,3,0.000018927,True,0.000017631
5,3,0.000019524,True,0.000018349
5,3,0.000018202,True,0.000017118
5,3,0.000020367,True,0.000018530
5,3,0.000026237,True,0.000017680
5,3,0.000017961,True,0.000016796
5,3,0.000018619,True,0.000017499
5,3,0.000018366,True,0.000017429
5,3,0.000018719,True,0.000017404
5,3,0.000019651,True,0.000018317
5,3,0.000019291,True,0.000017923
5,3,0.000018557,True,0.000017672
5,3,0.000020830,True,0.000019155
5,3,0.000025463,True,0.000024601
5,3,0.000037708,True,0.000028919
5,3,0.000043680,True,0.000034498
5,3,0.000036739,True,0.000028387
5,3,0.000019890,True,0.000018139
5,3,0.000034436,True,0.000025651
5,3,0.000019439,True,0.000018129
5,3,0.000019409,True,0.000019199
5,3,0.000019858,True,0.000018787
5,3,0.000043954,True,0.000035488
5,3,0.000036030,True,0.000028283
5,3,0.000020963,True,0.000020172
5,3,0.000038059,True,0.000031623
5,3,0.000019212,True,0.000018593
5,3,0.000020693,True,0.000019917
5,3,0.000033117,True,0.000023646
5,3,0.000026567,True,0.000021438
5,3,0.000046518,True,0.000037129
5,3,0.000039801,True,0.000032478
5,3,0.000052655,True,0.000041641
5,3,0.000035140,True,0.000027752
5,3,0.000059794,True,0.000047023
5,3,0.000039252,True,0.000028348
5,3,0.000033872,True,0.000024151
5,3,0.000039361,True,0.000032554
5,3,0.000038039,True,0.000027974
5,3,0.000027516,True,0.000022140
5,3,0.000056571,True,0.000047059
5,3,0.000026921,True,0.000021798
5,3,0.000045886,True,0.000033247
5,3,0.000038463,True,0.000030472
5,3,0.000021337,True,0.000020325
5,3,0.000046858,True,0.000037451
5,3,0.000033150,True,0.000024275
5,3,0.000027291,True,0.000024680
5,3,0.000019732,True,0.000018420
5,3,0.000022228,True,0.000022057
5,3,0.000021235,True,0.000021153
5,3,0.000027666,True,0.000024263
5,3,0.000022447,True,0.000020977
5,3,0.000019513,True,0.000018142
5,3,0.000018061,True,0.000017039
5,3,0.000027028,True,0.000025322
5,3,0.000020506,True,0.000018332
5,3,0.000019312,True,0.000017979
5,3,0.000020554,True,0.000019176
5,3,0.000019636,True,0.000018426
5,3,0.000020604,True,0.000018626
5,3,0.000019166,True,0.000017826
5,3,0.000027367,True,0.000025135
5,3,0.000026997,True,0.000024655
5,3,0.000023925,True,0.000022754
5,3,0.000027664,True,0.000024154
5,3,0.000026775,True,0.000022990
5,3,0.000020669,True,0.000020107
5,3,0.000020247,True,0.000020121
5,3,0.000021094,True,0.000020875
